Rent_At_Level,Gap,Total,At_This_Level,Vacant,Substandard,Substandard_Vacant,eli_old,vli_old,li_old,Gap_No_Assisted,Per100,Per100_No_Assisted,county,eli,vli,li
Very low (31-50%),-3.331079449,225.9290027,197.0596474,32.20043468,0,0,1.54,0.36,0.1,-2.331079449,101.4743921,101.03177521,51111,,1,
Low (51-80%),-51.71939145,175.612171,227.3315624,,0,,1.54,0.36,0.1,-51.71939145,129.4509151,129.45091514,51111,,1,
Middle (81-120%),134.4119778,157.086694,22.67471625,,0,,1.54,0.36,0.1,134.4119778,14.43452381,14.43452378,51111,,1,
High (over 120%),185.5469693,191.4494084,5.902439024,,0,,1.54,0.36,0.1,185.5469693,3.083028083,3.0830281218,51111,,1,
Extremely low (0-30% AMI),150.5128381,213.8993495,63.38651147,,0,,22.04,6.09,0.87,161.5128381,29.63380282,24.491197155,51113,11,6,1
Very low (31-50%),-16.50941458,213.1160562,165.6364259,63.98904485,0,0,22.04,6.09,0.87,-10.50941458,107.746678,104.93131056,51113,11,6,1
Low (51-80%),-25.78842862,148.2834646,139.4262239,34.64566929,0,0,22.04,6.09,0.87,-24.78842862,117.3913044,116.71692032,51113,11,6,1
Middle (81-120%),78.75111263,175.7589867,90.44026019,6.567613831,0,0,22.04,6.09,0.87,78.75111263,55.19369215,55.193692164,51113,11,6,1
High (over 120%),70.07463198,70.07463198,,,,,22.04,6.09,0.87,70.07463198,0,0,51113,11,6,1
Extremely low (0-30% AMI),196.6403608,298.410372,123.17174,2.874859076,24.27658775,0,10.01,2.99,0,205.6403608,34.10404624,31.088065263,51115,9,3,
Very low (31-50%),-22.42390079,132.5629463,144.7651259,16.67418264,6.452461481,0,10.01,2.99,0,-19.42390079,116.9156627,114.65258681,51115,9,3,
Low (51-80%),-71.67981962,145.276212,158.5644495,59.1582112,0,0.766629087,10.01,2.99,0,-71.67981962,149.3403694,149.34036938,51115,9,3,
Middle (81-120%),154.220218,227.9443818,51.61969185,22.104472,0,0,10.01,2.99,0,154.220218,32.34304933,32.343049308,51115,9,3,
High (over 120%),210.6313416,243.149192,20.57121383,11.9466366,0,0,10.01,2.99,0,210.6313416,13.3736206,13.373620588,51115,9,3,
Extremely low (0-30% AMI),684.7618933,1260.058199,597.7080415,,22.4117363,,10.01,1.95,1.04,750.7618933,45.65632809,40.418474806,51117,66,28,2
Very low (31-50%),-10.55759478,716.0642357,624.5650809,102.0567496,0,0,10.01,1.95,1.04,17.44240522,101.4743921,97.564128419,51117,66,28,2
Low (51-80%),-163.9205506,556.5889882,720.5095388,,0,,10.01,1.95,1.04,-161.9205506,129.4509151,129.09158356,51117,66,28,2
Middle (81-120%),426.0082106,497.8739435,71.86573292,,0,,10.01,1.95,1.04,426.0082106,14.43452381,14.434523806,51117,66,28,2
High (over 120%),588.0765516,606.7838686,18.70731707,,0,,10.01,1.95,1.04,588.0765516,3.083028083,3.0830280711,51117,66,28,2
Extremely low (0-30% AMI),153.8421646,233.4622322,96.36377302,2.249154453,18.99285983,0,3.85,0.9,0.25,181.8421646,34.10404624,22.110671655,51119,28,11,1
Very low (31-50%),-17.54340474,103.7110109,113.257422,13.04509583,5.048102217,0,3.85,0.9,0.25,-6.54340474,116.9156627,106.30926715,51119,28,11,1
Low (51-80%),-56.0789177,113.6572717,124.0533634,46.28260053,0,0.599774521,3.85,0.9,0.25,-55.0789177,149.3403694,148.46053128,51119,28,11,1
Middle (81-120%),120.6546411,178.3329575,40.38481774,17.29349869,0,0,3.85,0.9,0.25,120.6546411,32.34304933,32.343049321,51119,28,11,1
High (over 120%),164.7880496,190.2284855,16.09394964,9.346486283,0,0,3.85,0.9,0.25,164.7880496,13.3736206,13.373620587,51119,28,11,1
Extremely low (0-30% AMI),4919.627301,6921.975608,1972.35058,104.3102795,74.31255208,0,613.86,157.4,15.74,5431.627301,28.92741062,21.530678399,51121,512,155,12
Very low (31-50%),-1401.030225,3876.524506,4342.852814,934.7019165,0,0,613.86,157.4,15.74,-1246.030225,136.1413999,132.14297299,51121,512,155,12
Low (51-80%),-1973.032346,3178.395576,4815.998788,335.4291342,0,0,613.86,157.4,15.74,-1961.032346,162.0763621,161.6988131,51121,512,155,12
Middle (81-120%),1902.810393,2531.399136,304.7496402,323.8391031,0,0,613.86,157.4,15.74,1902.810393,24.8316725,24.831672495,51121,512,155,12
High (over 120%),2058.253163,2390.955231,332.702068,,0,,613.86,157.4,15.74,2058.253163,13.91502709,13.915027086,51121,512,155,12
Extremely low (0-30% AMI),201.3522332,455.8780423,266.2337523,,11.7079433,,36.08,7.04,0.88,238.3522332,55.83199572,47.715789952,51125,37,7,1
Very low (31-50%),10.97619684,155.3741642,144.3979674,,0,,36.08,7.04,0.88,17.97619684,92.93563579,88.430382276,51125,37,7,1
Low (51-80%),-61.22278684,226.3535705,212.4503878,75.12596951,0,0,36.08,7.04,0.88,-60.22278684,127.0474138,126.60562708,51125,37,7,1
Middle (81-120%),165.6186146,290.7472586,64.27173041,60.85691361,0,0,36.08,7.04,0.88,165.6186146,43.03691275,43.036912748,51125,37,7,1
High (over 120%),203.6694303,212.0845146,8.415084247,,0,,36.08,7.04,0.88,203.6694303,3.967797585,3.9677976093,51125,37,7,1
Extremely low (0-30% AMI),75.87859195,118.3864943,37.5704023,4.9375,0,0,3.08,0.72,0.2,79.87859195,35.90604027,32.527276509,51127,4,,
Very low (31-50%),49.31824713,162.029454,111.8599138,0.851293103,0,0,3.08,0.72,0.2,49.31824713,69.56217163,69.562171622,51127,4,,
Low (51-80%),-87.00215517,116.0028736,182.9712644,20.03376437,0,0,3.08,0.72,0.2,-87.00215517,175,174.99999997,51127,4,,
Middle (81-120%),112.7112069,127.466954,14.75574713,,0,,3.08,0.72,0.2,112.7112069,11.57613535,11.576135333,51127,4,,
High (over 120%),45.96982759,56.58261494,10.61278736,,0,,3.08,0.72,0.2,45.96982759,18.75626881,18.756268796,51127,4,,
Extremely low (0-30% AMI),318.6730552,483.6003382,199.6106727,4.658962796,39.3423525,0,196.74,77.37,28.89,496.6730552,34.10404624,-2.703206753,51131,178,72,18
Very low (31-50%),-36.33990981,214.8299512,234.6046599,27.02198422,10.45678316,0,196.74,77.37,28.89,35.66009019,116.9156627,83.400782809,51131,178,72,18
Low (51-80%),-116.1634724,235.43292,256.9676813,95.87110109,0,1.242390079,196.74,77.37,28.89,-98.1634724,149.3403694,141.69487954,51131,178,72,18
Middle (81-120%),249.9274709,369.4039835,83.65426531,35.82224728,0,0,196.74,77.37,28.89,249.9274709,32.34304933,32.343049327,51131,178,72,18
High (over 120%),341.3466742,394.04472,33.33746712,19.36057873,0,0,196.74,77.37,28.89,341.3466742,13.3736206,13.373620588,51131,178,72,18
Extremely low (0-30% AMI),193.7485908,294.0219842,121.3603908,2.832581736,23.91957911,0,33.18,7.98,0.84,216.7485908,34.10404624,26.281501912,51133,23,5,1
Very low (31-50%),-22.09413754,130.6134912,142.636227,16.42897407,6.357572341,0,33.18,7.98,0.84,-17.09413754,116.9156627,113.08757417,51133,23,5,1
Low (51-80%),-70.62570462,143.1397971,156.2326193,58.28823751,0,0.75535513,33.18,7.98,0.84,-69.62570462,149.3403694,148.64175165,51133,23,5,1
Middle (81-120%),151.9522736,224.5922586,50.86057873,21.77940624,0,0,33.18,7.98,0.84,151.9522736,32.34304933,32.343049334,51133,23,5,1
High (over 120%),207.5338219,239.5734686,20.26869598,11.77095077,0,0,33.18,7.98,0.84,207.5338219,13.3736206,13.37362058,51133,23,5,1
Extremely low (0-30% AMI),442.3722531,814.0271674,386.1334219,,14.47850761,,2.31,0.54,0.15,458.3722531,45.65632809,43.690791726,51135,16,11,
Very low (31-50%),-6.820453997,462.5943009,403.4836996,65.9310553,0,0,2.31,0.54,0.15,4.179546003,101.4743921,99.096498596,51135,16,11,
Low (51-80%),-105.8965226,359.5695484,465.466071,,0,,2.31,0.54,0.15,-105.8965226,129.4509151,129.45091515,51135,16,11,
Middle (81-120%),275.2113016,321.6382516,46.42695001,,0,,2.31,0.54,0.15,275.2113016,14.43452381,14.434523807,51135,16,11,
High (over 120%),379.9112533,391.9966192,12.08536585,,0,,2.31,0.54,0.15,379.9112533,3.083028083,3.0830280946,51135,16,11,
Extremely low (0-30% AMI),476.338925,676.9428278,200.6039028,,0,,98.64,34.25,4.11,546.338925,29.63380282,19.293195442,51137,70,24,3
Very low (31-50%),-52.24854502,674.4638822,524.2016433,202.510784,0,0,98.64,34.25,4.11,-28.24854502,107.746678,104.18829618,51137,70,24,3
Low (51-80%),-81.61451558,469.2834646,441.2523109,109.6456693,0,0,98.64,34.25,4.11,-78.61451558,117.3913044,116.75203188,51137,70,24,3
Middle (81-120%),249.2293735,556.2372475,286.2228689,20.78500514,0,0,98.64,34.25,4.11,249.2293735,55.19369215,55.193692148,51137,70,24,3
High (over 120%),221.7702842,221.7702842,,,,,98.64,34.25,4.11,221.7702842,0,0,51137,70,24,3
Extremely low (0-30% AMI),422.7289081,521.0379565,98.30904839,,0,,28.06,17.02,0.92,433.7289081,18.86792453,16.756753958,51139,11,11,
Very low (31-50%),-269.9566469,410.9318223,593.0001799,87.88828926,0,0,28.06,17.02,0.92,-258.9566469,165.6937799,163.01693684,51139,11,11,
Low (51-80%),87.29843497,535.9809318,299.2527433,182.85483,0,33.42507645,28.06,17.02,0.92,87.29843497,83.71239912,83.712399119,51139,11,11,
Middle (81-120%),358.4347904,403.6569527,45.22216226,,0,,28.06,17.02,0.92,358.4347904,11.20311739,11.203117399,51139,11,11,
High (over 120%),164.569347,185.8041015,8.257960065,12.97679439,0,0,28.06,17.02,0.92,164.569347,11.42857143,11.428571452,51139,11,11,
Extremely low (0-30% AMI),200.0297934,323.7679001,117.4838059,9.866698703,3.612397886,0,58.8,11.2,0,238.0297934,38.21815154,26.48134873,51141,38,8,
Very low (31-50%),-35.80048054,240.5749159,217.2291206,69.98346949,0,10.83719366,58.8,11.2,0,-27.80048054,114.8812192,111.55585171,51141,38,8,
Low (51-80%),-6.739548294,258.7447381,253.7305142,49.71090822,18.54723691,19.40989909,58.8,11.2,0,-6.739548294,102.6047093,102.60470931,51141,38,8,
Middle (81-120%),185.741951,202.4021144,16.66016338,,0,,58.8,11.2,0,185.741951,8.231220032,8.2312200391,51141,38,8,
High (over 120%),218.5770303,226.6644882,8.087457953,,0,,58.8,11.2,0,218.5770303,3.568030447,3.5680304243,51141,38,8,
Extremely low (0-30% AMI),654.6429601,1059.604037,384.4924556,32.29101394,11.82239308,0,112.42,32.34,9.24,750.6429601,38.21815154,29.158163438,51143,96,36,7
Very low (31-50%),-117.165209,787.3360884,710.9316675,229.0368092,0,35.46717924,112.42,32.34,9.24,-81.165209,114.8812192,110.30883891,51143,96,36,7
Low (51-80%),-22.05670351,846.8009611,830.3907737,162.6902451,60.70004805,63.5233061,112.42,32.34,9.24,-15.05670351,102.6047093,101.77806878,51143,96,36,7
Middle (81-120%),607.8827487,662.4069198,54.52417107,,0,,112.42,32.34,9.24,607.8827487,8.231220032,8.2312200356,51143,96,36,7
High (over 120%),715.3430082,741.8110524,26.46804421,,0,,112.42,32.34,9.24,715.3430082,3.568030447,3.5680304458,51143,96,36,7
Extremely low (0-30% AMI),152.0773467,237.2725096,75.2993295,9.895833333,0,0,13.05,1.95,0,165.0773467,35.90604027,30.427108063,51145,13,2,
Very low (31-50%),98.84458812,324.7425766,224.1918103,1.706178161,0,0,13.05,1.95,0,100.84458812,69.56217163,68.946299196,51145,13,2,
Low (51-80%),-174.371408,232.4952107,366.7145594,40.15205939,0,0,13.05,1.95,0,-174.371408,175,174.99999999,51145,13,2,
Middle (81-120%),225.8979885,255.4717433,29.57375479,,0,,13.05,1.95,0,225.8979885,11.57613535,11.576135356,51145,13,2,
High (over 120%),92.13362069,113.4039751,21.27035441,,0,,13.05,1.95,0,92.13362069,18.75626881,18.756268809,51145,13,2,
Extremely low (0-30% AMI),482.9937213,888.7763825,421.5906786,,15.80801739,,30.48,17.52,0,599.9937213,45.65632809,32.492161908,51147,117,34,2
Very low (31-50%),-7.446751992,505.0726878,440.5341705,71.98526926,0,0,30.48,17.52,0,26.553248008,101.4743921,94.742687805,51147,117,34,2
Low (51-80%),-115.620623,392.5875392,508.2081623,,0,,30.48,17.52,0,-113.620623,129.4509151,128.94147462,51147,117,34,2
Middle (81-120%),300.4829751,351.1731466,50.69017146,,0,,30.48,17.52,0,300.4829751,14.43452381,14.434523821,51147,117,34,2
High (over 120%),414.7971505,427.9922724,13.19512195,,0,,30.48,17.52,0,414.7971505,3.083028083,3.083028071,51147,117,34,2
Extremely low (0-30% AMI),422.3031522,827.896087,415.3229348,,9.73,,92.04,24.78,1.18,486.3031522,48.99080225,41.260363488,51149,64,22,1
Very low (31-50%),-456.5696739,402.208587,456.1466304,436.7923913,0,34.16076087,92.04,24.78,1.18,-434.5696739,213.5156455,208.04584684,51149,64,22,1
Low (51-80%),-89.26217391,525.9488044,442.3977174,204.5415217,15.86413044,15.86413044,92.04,24.78,1.18,-88.26217391,116.9716469,116.78151432,51149,64,22,1
Middle (81-120%),455.6178261,494.0090217,38.39119565,,0,,92.04,24.78,1.18,455.6178261,7.77135517,7.7713551603,51149,64,22,1
High (over 120%),208.8777174,208.8777174,,,,,92.04,24.78,1.18,208.8777174,0,0,51149,64,22,1
Extremely low (0-30% AMI),5005.218393,6513.123497,1507.905104,,0,,1988.96,339.52,39.52,6592.218393,23.1517966,-1.214392696,51153,1587,279,27
Very low (31-50%),2090.969053,7643.060428,5256.283661,428,132.1922851,0,1988.96,339.52,39.52,2369.969053,72.64225408,68.991883875,51153,1587,279,27
Low (51-80%),-3991.338809,4920.425931,7977.187738,934.5770021,0,0,1988.96,339.52,39.52,-3964.338809,181.1177501,180.56901708,51153,1587,279,27
Middle (81-120%),6506.827515,13972.95805,6293.169551,1172.960986,0,0,1988.96,339.52,39.52,6506.827515,53.43271274,53.432712732,51153,1587,279,27
High (over 120%),5612.865503,5739.865503,127,,0,,1988.96,339.52,39.52,5612.865503,2.212595399,2.2125953985,51153,1587,279,27
Extremely low (0-30% AMI),971.8997046,1367.474737,389.6488145,20.60707522,14.68085751,0,311.33,75.91,4.76,1229.8997046,28.92741062,10.060517293,51155,258,97,13
Very low (31-50%),-276.7813044,765.8289524,857.9547004,184.6555564,0,0,311.33,75.91,4.76,-179.7813044,136.1413999,123.47538623,51155,258,97,13
Low (51-80%),-389.7835012,627.9097038,951.4273161,66.26588895,0,0,311.33,75.91,4.76,-376.7835012,162.0763621,160.00600069,51155,258,97,13
Middle (81-120%),375.9107643,500.0919627,60.20498447,63.97621392,0,0,311.33,75.91,4.76,375.9107643,24.8316725,24.831672505,51155,258,97,13
High (over 120%),406.619347,472.3464889,65.72714188,,0,,311.33,75.91,4.76,406.619347,13.91502709,13.915027092,51155,258,97,13
Extremely low (0-30% AMI),127.4228004,181.0852448,53.66244437,,0,,2.31,0.54,0.15,129.4228004,29.63380282,28.529350614,51157,2,,
Very low (31-50%),-13.9767203,180.4221157,140.2262924,54.17254365,0,0,2.31,0.54,0.15,-13.9767203,107.746678,107.74667798,51157,2,,
Low (51-80%),-21.83224923,125.5354331,118.0369736,29.33070866,0,0,2.31,0.54,0.15,-21.83224923,117.3913044,117.39130434,51157,2,,
Middle (81-120%),66.66997604,148.7959603,76.56590209,5.560082164,0,0,2.31,0.54,0.15,66.66997604,55.19369215,55.19369215,51157,2,,
High (over 120%),59.32454639,59.32454639,,,,,2.31,0.54,0.15,59.32454639,0,0,51157,2,,
Extremely low (0-30% AMI),124.3461105,188.7006764,77.88801203,1.817925592,15.35137167,0,10.01,2.99,0,129.3461105,34.10404624,31.454347187,51159,5,2,
Very low (31-50%),-14.17981962,83.82656896,91.54265314,10.54396843,4.080232995,0,10.01,2.99,0,-12.17981962,116.9156627,114.52978426,51159,5,2,
Low (51-80%),-45.32694476,91.86583991,100.268696,37.40886885,0,0.484780158,10.01,2.99,0,-45.32694476,149.3403694,149.3403694,51159,5,2,
Middle (81-120%),97.52160842,144.1413003,32.64186396,13.97782788,0,0,10.01,2.99,0,97.52160842,32.34304933,32.343049343,51159,5,2,
High (over 120%),133.1933484,153.7561067,13.00826757,7.554490793,0,0,10.01,2.99,0,133.1933484,13.3736206,13.373620561,51159,5,2,
Extremely low (0-30% AMI),1072.529637,1791.958203,676.3780599,140.8833231,0,97.83281709,406.44,180.58,19.98,1481.529637,40.14761977,17.323426712,51161,409,211,19
Very low (31-50%),-42.33602401,1794.694741,1424.506512,446.3083903,0,33.78413655,406.44,180.58,19.98,168.66397599,102.358954,90.602080001,51161,409,211,19
Low (51-80%),621.4677254,2192.450861,1420.209812,213.5152913,62.74196787,0,406.44,180.58,19.98,640.4677254,71.65420049,70.787590418,51161,409,211,19
Middle (81-120%),750.0831622,1283.524539,533.441377,,0,,406.44,180.58,19.98,750.0831622,41.56066836,41.560668347,51161,409,211,19
High (over 120%),1760.006495,1933.425369,227.1343026,,53.71542813,,406.44,180.58,19.98,1760.006495,8.969514793,8.969514768,51161,409,211,19
Extremely low (0-30% AMI),432.8524331,560.5485955,127.6961625,,0,,108.92,37.5,7.58,508.8524331,22.78056951,9.2224229648,51163,76,29,6
Very low (31-50%),75.70222867,428.0403534,332.620335,19.71778979,0,0,108.92,37.5,7.58,104.70222867,82.31423088,75.539168717,51163,76,29,6
Low (51-80%),-243.0687063,528.3898193,644.3492022,127.1093235,0,0,108.92,37.5,7.58,-237.0687063,146.001777,144.8662517,51163,76,29,6
Middle (81-120%),104.2226032,211.8488725,97.18053541,10.44573388,0,0,108.92,37.5,7.58,104.2226032,50.8033241,50.803324101,51163,76,29,6
High (over 120%),388.0179349,476.5132533,84.27007781,4.22524067,0,0,108.92,37.5,7.58,388.0179349,18.57142857,18.571428557,51163,76,29,6
Extremely low (0-30% AMI),1378.991068,1658.648887,299.2829287,,19.62511008,,142.27,47.33,7.4,1484.991068,16.86057977,10.469836043,51165,106,38,7
Very low (31-50%),435.3503585,1047.326708,522.027928,89.94842119,0,0,142.27,47.33,7.4,473.3503585,58.43222986,54.803944664,51165,106,38,7
Low (51-80%),-502.402818,1131.714681,1541.552397,92.56510253,0,0,142.27,47.33,7.4,-495.402818,144.3930636,143.77453313,51165,106,38,7
Middle (81-120%),-272.4619449,582.5386841,544.5968046,310.4038244,0,0,142.27,47.33,7.4,-272.4619449,146.7714767,146.7714767,51165,106,38,7
High (over 120%),598.8929425,1008.076488,409.1835451,,0,,142.27,47.33,7.4,598.8929425,40.59052563,40.590525657,51165,106,38,7
Extremely low (0-30% AMI),560.9592009,1071.835119,484.5788904,35.54723794,9.250210615,0,92.13,17.76,1.11,693.9592009,47.66366663,35.255041695,51167,133,39,7
Very low (31-50%),-78.23035263,765.2567096,676.5868336,219.0978457,0,52.19761704,92.13,17.76,1.11,-39.23035263,110.2227595,105.1264304,51167,133,39,7
Low (51-80%),16.38608738,508.629438,376.3514262,143.906848,0,28.01492358,92.13,17.76,1.11,23.38608738,96.778384,95.40213648,51167,133,39,7
Middle (81-120%),192.6686725,310.8070767,118.1384041,,0,,92.13,17.76,1.11,192.6686725,38.01020408,38.010204096,51167,133,39,7
High (over 120%),175.48971,221.2121796,45.72246961,,0,,92.13,17.76,1.11,175.48971,20.66905615,20.669056145,51167,133,39,7
Extremely low (0-30% AMI),378.059935,722.366109,326.583223,23.95715489,6.234203875,0,245.93,54.67,6.4,524.059935,47.66366663,27.452308674,51169,146,35,3
Very low (31-50%),-52.72355277,515.7467806,455.9874835,147.6615718,0,35.17872187,245.93,54.67,6.4,-17.72355277,110.2227595,103.43648345,51169,146,35,3
Low (51-80%),11.04344687,342.7921531,253.6430377,96.98640029,0,18.88073174,245.93,54.67,6.4,14.04344687,96.778384,95.903218104,51169,146,35,3
Middle (81-120%),129.8495607,209.4692502,79.61968949,,0,,245.93,54.67,6.4,129.8495607,38.01020408,38.010204087,51169,146,35,3
High (over 120%),118.2717535,149.0865327,30.81477916,,0,,245.93,54.67,6.4,118.2717535,20.66905615,20.66905618,51169,146,35,3
Extremely low (0-30% AMI),987.3988127,1217.026444,229.6276309,,0,,254.91,76.74,3.35,1187.3988127,18.86792453,2.4344278997,51171,200,64,4
Very low (31-50%),-630.5574744,959.843497,1385.113869,205.287102,0,0,254.91,76.74,3.35,-566.5574744,165.6937799,159.02602624,51171,200,64,4
Low (51-80%),203.9093362,1251.929844,698.9865084,427.1073934,0,78.0733945,254.91,76.74,3.35,207.9093362,83.71239912,83.392892406,51171,200,64,4
Middle (81-120%),837.2223422,942.8510524,105.6287102,,0,,254.91,76.74,3.35,837.2223422,11.20311739,11.203117389,51171,200,64,4
High (over 120%),384.3966541,433.9962223,19.28872099,30.31084728,0,0,254.91,76.74,3.35,384.3966541,11.42857143,11.428571414,51171,200,64,4
Extremely low (0-30% AMI),195.9403298,674.5514263,300.6207799,198.1211725,20.1308558,0,486.6,94.22,19.18,580.9403298,70.95249938,13.877532957,51173,385,85,16
Very low (31-50%),304.1436797,850.8641717,406.3077728,156.3496467,15.93692751,0,486.6,94.22,19.18,389.1436797,64.25473186,54.264888258,51173,385,85,16
Low (51-80%),85.05286574,931.3875949,790.4716043,55.86312484,0,0,486.6,94.22,19.18,101.05286574,90.86815562,89.150288635,51173,385,85,16
Middle (81-120%),386.8479456,505.1167234,118.2687778,,0,,486.6,94.22,19.18,386.8479456,23.41414812,23.414148121,51173,385,85,16
High (over 120%),635.9672861,667.8411411,36.73881183,,4.864956818,,486.6,94.22,19.18,635.9672861,4.772670183,4.7726701813,51173,385,85,16
Extremely low (0-30% AMI),237.8412162,475.0540541,235.3277027,5.655405405,3.77027027,0,30.1,12.04,0.86,248.8412162,49.93386243,47.618336471,51175,11,5,1
Very low (31-50%),17.17567568,249.8851351,198.0439189,34.66554054,0,0,30.1,12.04,0.86,22.17567568,93.12657167,91.125652324,51175,11,5,1
Low (51-80%),-156.2567568,287.6925676,425.6216216,18.3277027,0,0,30.1,12.04,0.86,-155.2567568,154.3137969,153.96620361,51175,11,5,1
Middle (81-120%),161.4932432,278.0574324,104.5202703,12.04391892,0,0,30.1,12.04,0.86,161.4932432,41.92090396,41.920903964,51175,11,5,1
High (over 120%),209.6689189,209.6689189,,,,,30.1,12.04,0.86,209.6689189,0,0,51175,11,5,1
Extremely low (0-30% AMI),1992.407583,2707.593771,715.1861882,,0,,396.9,39.69,4.41,2327.407583,26.41408751,14.041478159,51177,335,31,5
Very low (31-50%),-301.9675017,2427.298578,2341.331754,387.9343263,0,0,396.9,39.69,4.41,-270.9675017,112.4404762,111.16333624,51177,335,31,5
Low (51-80%),-465.9546378,2143.391334,2218.522004,390.8239675,0,0,396.9,39.69,4.41,-460.9546378,121.7391304,121.50585525,51177,335,31,5
Middle (81-120%),1335.014218,2139.056872,484.0148951,320.027759,0,0,396.9,39.69,4.41,1335.014218,37.58865248,37.588652482,51177,335,31,5
High (over 120%),833.661476,873.394042,39.73256601,,0,,396.9,39.69,4.41,833.661476,4.549214227,4.5492142251,51177,335,31,5
Extremely low (0-30% AMI),1654.513977,2635.236378,980.7224011,,0,,376.86,33.6,9.54,1996.513977,37.21572795,24.237765019,51179,342,36,5
Very low (31-50%),-470.477908,2289.659152,2347.908798,412.2282623,0,0,376.86,33.6,9.54,-434.477908,120.5479452,118.97565878,51179,342,36,5
Low (51-80%),-942.0760015,877.1052428,1749.729744,165.2273606,0,95.77585985,376.86,33.6,9.54,-937.0760015,207.4074074,206.83735039,51179,342,36,5
Middle (81-120%),971.7609172,2140.114389,1106.743269,128.821332,0,67.21112972,376.86,33.6,9.54,971.7609172,54.59303847,54.593038475,51179,342,36,5
High (over 120%),1479.204947,1479.204947,,,,,376.86,33.6,9.54,1479.204947,0,0,51179,342,36,5
Extremely low (0-30% AMI),63.36717391,124.2269565,62.31978261,,1.46,,12,3,0,73.36717391,48.99080225,40.941019585,51181,10,3,
Very low (31-50%),-68.50891304,60.35195652,68.44543478,65.54130435,0,5.125869565,12,3,0,-65.50891304,213.5156455,208.54480421,51181,10,3,
Low (51-80%),-13.39391304,78.91934783,66.3823913,30.69173913,2.380434783,2.380434783,12,3,0,-13.39391304,116.9716469,116.97164689,51181,10,3,
Middle (81-120%),68.36608696,74.12673913,5.760652174,,0,,12,3,0,68.36608696,7.77135517,7.771355165,51181,10,3,
High (over 120%),31.3423913,31.3423913,,,,,12,3,0,31.3423913,0,0,51181,10,3,
Extremely low (0-30% AMI),150.6055435,295.2517391,148.1161957,,3.47,,148.45,16.21,2.34,265.6055435,48.99080225,10.040989323,51183,115,16,1
Very low (31-50%),-162.8259783,143.4392391,162.6751087,155.7728261,0,12.18271739,148.45,16.21,2.34,-146.8259783,213.5156455,202.36109674,51183,115,16,1
Low (51-80%),-31.83347826,187.568587,157.7718478,72.94543478,5.657608696,5.657608696,148.45,16.21,2.34,-30.83347826,116.9716469,116.43850858,51183,115,16,1
Middle (81-120%),162.4865217,176.1779348,13.69141304,,0,,148.45,16.21,2.34,162.4865217,7.77135517,7.7713552015,51183,115,16,1
High (over 120%),74.49184783,74.49184783,,,,,148.45,16.21,2.34,74.49184783,0,0,51183,115,16,1
Extremely low (0-30% AMI),921.1379227,1760.035263,795.7156096,58.37128415,15.1895535,0,393.34,164.96,36.7,1152.1379227,47.66366663,34.538929593,51185,231,81,10
Very low (31-50%),-128.4602239,1256.610061,1111.007341,359.7754242,0,85.71248044,393.34,164.96,36.7,-47.4602239,110.2227595,103.77684577,51185,231,81,10
Low (51-80%),26.90720905,835.2084487,617.9978337,236.3060537,0,46.00264773,393.34,164.96,36.7,36.90720905,96.778384,95.5810781,51185,231,81,10
Middle (81-120%),316.3767,510.3689975,193.9922975,,0,,393.34,164.96,36.7,316.3767,38.01020408,38.010204078,51185,231,81,10
High (over 120%),288.1675292,363.2473222,75.079793,,0,,393.34,164.96,36.7,288.1675292,20.66905615,20.669056153,51185,231,81,10
Extremely low (0-30% AMI),739.8722792,911.9355999,172.0633207,,0,,95.76,18.24,0,878.8722792,18.86792453,3.6256201319,51187,139,21,
Very low (31-50%),-472.4858788,719.2246807,1037.885951,153.8246087,0,0,95.76,18.24,0,-451.4858788,165.6937799,162.7739691,51187,139,21,
Low (51-80%),152.7922288,938.0892247,523.7607483,320.0377766,0,58.50152905,95.76,18.24,0,152.7922288,83.71239912,83.712399122,51187,139,21,
Middle (81-120%),627.3428674,706.491995,79.14912754,,0,,95.76,18.24,0,627.3428674,11.20311739,11.203117397,51187,139,21,
High (over 120%),288.0339989,325.1996762,14.45331894,22.71235834,0,0,95.76,18.24,0,288.0339989,11.42857143,11.428571435,51187,139,21,
Extremely low (0-30% AMI),285.0457995,981.3092123,437.3305417,288.2183983,29.28552735,0,192.94,87.01,3.05,387.0457995,70.95249938,60.558222154,51191,102,42,1
Very low (31-50%),442.455509,1237.801623,591.0795603,227.4509291,23.18437582,0,192.94,87.01,3.05,484.455509,64.25473186,60.861619504,51191,102,42,1
Low (51-80%),123.7313531,1354.943732,1149.945041,81.26733839,0,0,192.94,87.01,3.05,124.7313531,90.86815562,90.794351813,51191,102,42,1
Middle (81-120%),562.7702172,734.8226904,172.0524732,,0,,192.94,87.01,3.05,562.7702172,23.41414812,23.414148127,51191,102,42,1
High (over 120%),925.1786182,971.5473698,53.44608741,,7.077335776,,192.94,87.01,3.05,925.1786182,4.772670183,4.7726701797,51191,102,42,1
Extremely low (0-30% AMI),367.2547914,557.3252537,230.0413378,5.369222097,45.34009771,0,108.47,19.91,2.62,488.2547914,34.10404624,12.393205196,51193,121,50,6
Very low (31-50%),-41.87993236,247.5807967,270.3701616,31.14148816,12.05092071,0,108.47,19.91,2.62,8.12006764,116.9156627,96.720235273,51193,121,50,6
